FID;F1;x;y;uf;num_campo;num_lab;ag_ppm;al_pct;as_ppm;au_ppm;b_ppm;ba_ppm;be_ppm;bi_ppm;ca_pct;cd_ppm;ce_ppm;co_ppm;cr_ppm;cs_ppm;cu_ppm;fe_pct;ga_ppm;ge_ppm;hf_ppm;hg_ppm;in_ppm;k_pct;la_ppm;li_ppm;mg_pct;mn_ppm;mo_ppm;na_pct;nb_ppm;ni_ppm;p_ppm;pb_ppm;pd_ppm;pt_ppm;rb_ppm;re_ppm;s_pct;sb_ppm;sc_ppm;se_ppm;sn_ppm;sr_ppm;ta_ppm;te_ppm;th_ppm;ti_pct;u_ppm;v_ppm;w_ppm;y_ppm;zn_ppm;zr_ppm;k_borborem;eu_borbore;eth_borbor;ct_borbore;BB_SUBCL_1
158;1572.000000000000000;-39.883322000000000;-5.627838000000000;CE;RA136L;QEZ869;0.020000000000000;2.260000000000000;0.700000000000000;0.070000000000000;0.700000000000000;102.000000000000000;0.900000000000000;0.150000000000000;0.120000000000000;0.007000000000000;26.949999999999999;6.900000000000000;23.000000000000000;2.550000000000000;23.899999999999999;2.360000000000000;6.900000000000000;0.070000000000000;0.050000000000000;0.020000000000000;0.014000000000000;0.290000000000000;14.000000000000000;7.000000000000000;0.240000000000000;348.000000000000000;0.410000000000000;0.020000000000000;0.950000000000000;8.100000000000000;148.000000000000000;10.800000000000001;0.070000000000000;0.070000000000000;49.799999999999997;0.070000000000000;0.007000000000000;0.035000000000000;3.800000000000000;0.700000000000000;1.500000000000000;27.500000000000000;0.035000000000000;0.035000000000000;7.400000000000000;0.070000000000000;2.280000000000000;41.000000000000000;0.070000000000000;9.859999999999999;24.000000000000000;0.350000000000000;4.1818299;1.4543300;6.3503199;7.7521100;Metamorfismo regional. Plutônica
159;1573.000000000000000;-39.616323999999999;-5.629769000000000;CE;RA137L;QEZ870;0.040000000000000;3.100000000000000;0.700000000000000;0.070000000000000;0.700000000000000;99.000000000000000;0.900000000000000;0.300000000000000;0.110000000000000;0.007000000000000;42.950000000000003;12.900000000000000;123.000000000000000;10.080000000000000;27.800000000000001;3.160000000000000;10.699999999999999;0.070000000000000;0.035000000000000;0.020000000000000;0.060000000000000;0.470000000000000;25.500000000000000;13.000000000000000;0.530000000000000;391.000000000000000;0.730000000000000;0.007000000000000;1.400000000000000;43.799999999999997;176.000000000000000;17.399999999999999;0.070000000000000;0.070000000000000;85.099999999999994;0.070000000000000;0.007000000000000;0.035000000000000;8.000000000000000;0.700000000000000;2.500000000000000;30.899999999999999;0.035000000000000;0.090000000000000;8.500000000000000;0.120000000000000;2.090000000000000;70.000000000000000;0.200000000000000;13.410000000000000;95.000000000000000;0.350000000000000;2.6324501;1.4508300;8.8225002;6.1955600;Hidrotermal. Metamorfismo regional. Plutônica
160;1574.000000000000000;-39.377966999999998;-5.628117000000000;CE;RA138L;QEZ871;0.040000000000000;2.860000000000000;0.700000000000000;0.070000000000000;0.700000000000000;138.000000000000000;1.400000000000000;0.110000000000000;0.070000000000000;0.007000000000000;54.479999999999997;8.400000000000000;40.000000000000000;6.070000000000000;13.699999999999999;2.700000000000000;9.400000000000000;0.070000000000000;0.120000000000000;0.030000000000000;0.014000000000000;0.530000000000000;27.699999999999999;27.000000000000000;0.530000000000000;314.000000000000000;0.400000000000000;0.170000000000000;1.420000000000000;17.300000000000001;86.000000000000000;12.100000000000000;0.070000000000000;0.070000000000000;79.099999999999994;0.070000000000000;0.007000000000000;0.035000000000000;7.300000000000000;0.700000000000000;2.700000000000000;14.900000000000000;0.035000000000000;0.035000000000000;11.699999999999999;0.110000000000000;1.220000000000000;46.000000000000000;0.070000000000000;9.240000000000000;40.000000000000000;2.700000000000000;2.9473400;1.5656800;10.5445995;13.0622997;Plutônica
161;1575.000000000000000;-39.124352999999999;-5.632382000000000;CE;RA139L;QEZ872;0.040000000000000;3.620000000000000;0.700000000000000;0.070000000000000;0.700000000000000;168.000000000000000;2.000000000000000;0.340000000000000;0.070000000000000;0.007000000000000;60.090000000000003;18.600000000000001;60.000000000000000;10.820000000000000;23.800000000000001;5.100000000000000;12.900000000000000;0.070000000000000;0.080000000000000;0.020000000000000;0.014000000000000;0.820000000000000;29.199999999999999;30.000000000000000;0.790000000000000;1342.000000000000000;0.950000000000000;0.010000000000000;1.850000000000000;24.800000000000001;159.000000000000000;14.699999999999999;0.070000000000000;0.070000000000000;114.200000000000003;0.070000000000000;0.007000000000000;0.035000000000000;9.300000000000001;1.000000000000000;2.500000000000000;13.699999999999999;0.035000000000000;0.080000000000000;11.400000000000000;0.180000000000000;1.160000000000000;73.000000000000000;0.200000000000000;16.449999999999999;50.000000000000000;0.350000000000000;2.3580799;2.1169200;12.4055004;13.8221998;Plutônica
162;1576.000000000000000;-39.368493000000001;-5.881409000000000;CE;RA140L;QEZ873;0.030000000000000;3.090000000000000;2.000000000000000;0.070000000000000;0.700000000000000;216.000000000000000;1.200000000000000;0.070000000000000;0.610000000000000;0.007000000000000;48.259999999999998;47.899999999999999;550.000000000000000;1.330000000000000;51.899999999999999;5.670000000000000;9.800000000000001;0.070000000000000;0.390000000000000;0.050000000000000;0.040000000000000;0.100000000000000;25.699999999999999;10.000000000000000;2.140000000000000;541.000000000000000;0.350000000000000;0.030000000000000;1.500000000000000;252.599999999999994;741.000000000000000;5.800000000000000;0.200000000000000;0.070000000000000;14.900000000000000;0.070000000000000;0.007000000000000;0.060000000000000;15.300000000000001;0.700000000000000;1.200000000000000;69.700000000000003;0.035000000000000;0.050000000000000;4.300000000000000;0.160000000000000;0.530000000000000;104.000000000000000;0.200000000000000;14.230000000000000;40.000000000000000;16.000000000000000;2.6293499;1.6530700;18.7061005;19.0893993;Metamorfismo regional. Plutônica
163;1577.000000000000000;-39.368493000000001;-5.881409000000000;CE;RA140L;QGZ468;0.040000000000000;3.310000000000000;3.000000000000000;0.070000000000000;0.700000000000000;215.000000000000000;1.400000000000000;0.090000000000000;0.630000000000000;0.020000000000000;49.420000000000002;56.299999999999997;638.000000000000000;1.390000000000000;63.000000000000000;5.710000000000000;11.900000000000000;0.100000000000000;0.420000000000000;0.020000000000000;0.060000000000000;0.090000000000000;28.300000000000001;11.000000000000000;2.170000000000000;581.000000000000000;0.310000000000000;0.040000000000000;1.010000000000000;265.699999999999989;656.000000000000000;10.300000000000001;0.070000000000000;0.070000000000000;13.300000000000001;0.070000000000000;0.007000000000000;0.035000000000000;18.100000000000001;1.000000000000000;1.600000000000000;72.799999999999997;0.035000000000000;0.035000000000000;4.600000000000000;0.160000000000000;0.640000000000000;106.000000000000000;0.070000000000000;15.930000000000000;37.000000000000000;15.600000000000000;2.6293499;1.6530700;18.7061005;19.0893993;Metamorfismo regional. Plutônica
164;1578.000000000000000;-39.626505000000002;-5.871833000000000;CE;RA141L;QEZ874;0.030000000000000;1.840000000000000;3.000000000000000;0.070000000000000;0.700000000000000;53.000000000000000;0.600000000000000;0.160000000000000;0.090000000000000;0.020000000000000;93.480000000000004;4.700000000000000;67.000000000000000;3.760000000000000;17.300000000000001;4.400000000000000;8.300000000000001;0.070000000000000;0.140000000000000;0.010000000000000;0.014000000000000;0.370000000000000;49.100000000000001;6.000000000000000;0.160000000000000;113.000000000000000;0.890000000000000;0.007000000000000;1.990000000000000;11.900000000000000;227.000000000000000;16.899999999999999;0.100000000000000;0.070000000000000;61.299999999999997;0.070000000000000;0.007000000000000;0.190000000000000;3.500000000000000;1.000000000000000;1.300000000000000;9.800000000000001;0.035000000000000;0.035000000000000;16.399999999999999;0.090000000000000;1.630000000000000;55.000000000000000;0.100000000000000;12.220000000000001;30.000000000000000;6.400000000000000;2.7992499;2.0156300;13.2588997;9.8095198;Metamorfismo regional. Plutônica
165;1579.000000000000000;-39.859352999999999;-5.878721000000000;CE;RA142L;QEZ875;0.050000000000000;3.440000000000000;1.000000000000000;0.070000000000000;0.700000000000000;108.000000000000000;0.700000000000000;0.040000000000000;0.070000000000000;0.007000000000000;42.030000000000001;9.100000000000000;187.000000000000000;2.040000000000000;22.199999999999999;3.300000000000000;11.300000000000001;0.070000000000000;0.080000000000000;0.020000000000000;0.030000000000000;0.310000000000000;27.300000000000001;8.000000000000000;0.360000000000000;168.000000000000000;0.690000000000000;0.010000000000000;1.970000000000000;45.200000000000003;137.000000000000000;12.900000000000000;0.070000000000000;0.070000000000000;45.000000000000000;0.070000000000000;0.010000000000000;0.035000000000000;9.800000000000001;0.700000000000000;1.200000000000000;15.199999999999999;0.035000000000000;0.070000000000000;5.900000000000000;0.120000000000000;0.530000000000000;78.000000000000000;0.100000000000000;11.460000000000001;44.000000000000000;0.350000000000000;2.1866601;0.7136850;6.0356102;3.7661901;Hidrotermal. Metamorfismo regional. Plutônica
166;1580.000000000000000;-40.372582999999999;-5.870728000000000;CE;VC083L;QEZ411;0.007000000000000;1.270000000000000;0.700000000000000;0.070000000000000;0.700000000000000;119.000000000000000;0.500000000000000;0.030000000000000;0.060000000000000;0.007000000000000;33.049999999999997;2.000000000000000;6.000000000000000;1.100000000000000;3.600000000000000;1.180000000000000;3.800000000000000;0.070000000000000;0.035000000000000;0.020000000000000;0.014000000000000;0.260000000000000;17.100000000000001;7.000000000000000;0.170000000000000;158.000000000000000;0.300000000000000;0.007000000000000;0.650000000000000;2.700000000000000;64.000000000000000;5.700000000000000;0.070000000000000;0.070000000000000;30.100000000000001;0.070000000000000;0.007000000000000;0.035000000000000;3.100000000000000;0.700000000000000;1.300000000000000;32.899999999999999;0.035000000000000;0.035000000000000;9.600000000000000;0.080000000000000;0.770000000000000;21.000000000000000;0.070000000000000;6.800000000000000;12.000000000000000;0.600000000000000;8.3184795;2.4889600;17.2555008;16.5146008;Metamorfismo dinâmico. Metamorfismo regional
167;1581.000000000000000;-40.124468000000000;-5.885282000000000;CE;VC084L;QEZ412;0.040000000000000;1.110000000000000;0.700000000000000;0.070000000000000;0.700000000000000;168.000000000000000;0.400000000000000;0.014000000000000;0.270000000000000;0.007000000000000;33.350000000000001;7.900000000000000;20.000000000000000;0.770000000000000;7.900000000000000;1.180000000000000;3.100000000000000;0.070000000000000;0.035000000000000;0.030000000000000;0.014000000000000;0.050000000000000;21.100000000000001;3.000000000000000;0.270000000000000;346.000000000000000;0.570000000000000;0.150000000000000;0.310000000000000;11.600000000000000;79.000000000000000;5.900000000000000;0.070000000000000;0.070000000000000;6.700000000000000;0.070000000000000;0.007000000000000;0.050000000000000;3.200000000000000;0.700000000000000;0.700000000000000;46.399999999999999;0.035000000000000;0.035000000000000;4.500000000000000;0.030000000000000;0.210000000000000;16.000000000000000;0.070000000000000;5.760000000000000;10.000000000000000;0.350000000000000;1.6721100;0.3410530;3.4330599;2.6639199;Hidrotermal. Metamorfismo regional. Plutônica
168;1582.000000000000000;-40.118991000000001;-5.641608000000000;CE;VC085L;QEZ413;0.020000000000000;2.600000000000000;0.700000000000000;0.070000000000000;0.700000000000000;247.000000000000000;0.600000000000000;0.680000000000000;0.770000000000000;0.040000000000000;42.170000000000002;24.699999999999999;55.000000000000000;1.870000000000000;45.899999999999999;3.360000000000000;9.100000000000000;0.070000000000000;0.100000000000000;0.007000000000000;0.014000000000000;0.180000000000000;17.800000000000001;7.000000000000000;0.770000000000000;977.000000000000000;0.300000000000000;0.070000000000000;0.450000000000000;35.100000000000001;614.000000000000000;3.800000000000000;0.070000000000000;0.070000000000000;20.800000000000001;0.070000000000000;0.007000000000000;0.035000000000000;10.699999999999999;0.700000000000000;1.000000000000000;69.900000000000006;0.035000000000000;0.035000000000000;2.500000000000000;0.120000000000000;0.260000000000000;88.000000000000000;0.070000000000000;10.590000000000000;37.000000000000000;0.350000000000000;1.5628700;0.2726710;1.9139800;1.7075200;Metamorfismo regional. Plutônica
169;1583.000000000000000;-39.865485000000000;-5.881516000000000;CE;VC086L;QEZ414;0.040000000000000;2.840000000000000;2.000000000000000;0.070000000000000;0.700000000000000;104.000000000000000;0.500000000000000;0.070000000000000;0.040000000000000;0.007000000000000;40.310000000000002;28.399999999999999;303.000000000000000;2.560000000000000;47.600000000000001;5.570000000000000;13.400000000000000;0.070000000000000;0.080000000000000;0.050000000000000;0.130000000000000;0.070000000000000;31.899999999999999;4.000000000000000;0.090000000000000;1421.000000000000000;0.980000000000000;0.007000000000000;1.020000000000000;69.900000000000006;210.000000000000000;16.800000000000001;0.100000000000000;0.070000000000000;15.300000000000001;0.070000000000000;0.020000000000000;0.035000000000000;18.100000000000001;0.700000000000000;1.500000000000000;9.100000000000000;0.035000000000000;0.070000000000000;5.200000000000000;0.090000000000000;0.410000000000000;141.000000000000000;0.070000000000000;27.579999999999998;60.000000000000000;0.350000000000000;1.8715301;0.6366880;5.2852302;3.0074601;Hidrotermal. Metamorfismo regional. Plutônica
170;1584.000000000000000;-40.629147000000003;-5.855970000000000;CE;VC087L;QEZ415;0.030000000000000;0.980000000000000;0.700000000000000;0.070000000000000;0.700000000000000;140.000000000000000;0.400000000000000;0.070000000000000;0.090000000000000;0.020000000000000;209.159999999999997;3.900000000000000;20.000000000000000;1.360000000000000;13.000000000000000;1.590000000000000;5.000000000000000;0.200000000000000;0.090000000000000;0.040000000000000;0.014000000000000;0.320000000000000;110.299999999999997;5.000000000000000;0.210000000000000;226.000000000000000;0.580000000000000;0.020000000000000;1.820000000000000;8.400000000000000;298.000000000000000;7.800000000000000;0.070000000000000;0.070000000000000;35.000000000000000;0.070000000000000;0.007000000000000;0.060000000000000;2.600000000000000;0.700000000000000;1.200000000000000;17.100000000000001;0.035000000000000;0.035000000000000;45.000000000000000;0.110000000000000;2.010000000000000;33.000000000000000;0.200000000000000;13.210000000000001;20.000000000000000;0.600000000000000;3.7455599;2.1856501;17.6856995;11.4420996;Metamorfismo dinâmico. Metamorfismo regional
171;1585.000000000000000;-39.865763999999999;-6.133724000000000;CE;VC095L;QEZ417;0.040000000000000;1.700000000000000;0.700000000000000;0.070000000000000;0.700000000000000;156.000000000000000;1.100000000000000;0.120000000000000;0.170000000000000;0.030000000000000;61.070000000000000;9.400000000000000;25.000000000000000;1.920000000000000;18.500000000000000;2.360000000000000;6.500000000000000;0.070000000000000;0.035000000000000;0.030000000000000;0.020000000000000;0.460000000000000;31.800000000000001;14.000000000000000;0.430000000000000;643.000000000000000;0.510000000000000;0.020000000000000;0.840000000000000;16.600000000000001;353.000000000000000;11.199999999999999;0.070000000000000;0.070000000000000;45.899999999999999;0.070000000000000;0.010000000000000;0.060000000000000;6.400000000000000;0.700000000000000;1.400000000000000;21.899999999999999;0.035000000000000;0.050000000000000;6.700000000000000;0.100000000000000;0.750000000000000;35.000000000000000;0.070000000000000;15.760000000000000;39.000000000000000;0.350000000000000;2.9874001;1.4976900;7.0152798;8.0961599;Metamorfismo regional. Plutônica
172;1586.000000000000000;-39.633232000000000;-6.121906000000000;CE;VC096L;QEZ418;0.020000000000000;2.710000000000000;0.700000000000000;0.070000000000000;0.700000000000000;74.000000000000000;1.000000000000000;0.300000000000000;0.060000000000000;0.007000000000000;87.269999999999996;7.500000000000000;69.000000000000000;4.880000000000000;17.800000000000001;4.190000000000000;14.699999999999999;0.070000000000000;0.080000000000000;0.020000000000000;0.050000000000000;0.160000000000000;46.799999999999997;10.000000000000000;0.110000000000000;349.000000000000000;0.690000000000000;0.007000000000000;1.380000000000000;18.800000000000001;263.000000000000000;26.800000000000001;0.070000000000000;0.070000000000000;36.399999999999999;0.070000000000000;0.010000000000000;0.050000000000000;10.400000000000000;0.700000000000000;2.300000000000000;10.800000000000001;0.035000000000000;0.100000000000000;13.800000000000001;0.060000000000000;1.690000000000000;85.000000000000000;0.200000000000000;21.160000000000000;23.000000000000000;1.800000000000000;2.7887101;2.8627901;16.3027000;12.1344995;Plutônica
173;1587.000000000000000;-39.372280000000003;-6.128370000000000;CE;VC099L;QEZ421;0.030000000000000;1.340000000000000;0.700000000000000;0.070000000000000;0.700000000000000;113.000000000000000;0.700000000000000;0.110000000000000;0.040000000000000;0.007000000000000;162.419999999999987;2.800000000000000;18.000000000000000;1.740000000000000;6.400000000000000;1.560000000000000;6.500000000000000;0.100000000000000;0.035000000000000;0.070000000000000;0.020000000000000;0.250000000000000;95.900000000000006;7.000000000000000;0.120000000000000;142.000000000000000;0.490000000000000;0.010000000000000;1.300000000000000;4.600000000000000;195.000000000000000;11.000000000000000;0.070000000000000;0.070000000000000;37.399999999999999;0.070000000000000;0.007000000000000;0.035000000000000;1.500000000000000;0.700000000000000;0.900000000000000;14.100000000000000;0.035000000000000;0.035000000000000;22.800000000000001;0.040000000000000;3.620000000000000;21.000000000000000;0.070000000000000;9.320000000000000;20.000000000000000;0.800000000000000;3.8430099;3.8257899;16.8785000;14.9593000;Plutônica
